name,lat,lng,max_temp_f,humidity,cloudiness,windspeed,country,date
Taikang,46.83,124.42,54.12,91,79,5.95,CN,1600984655
Namie,37.48,141.0,66.99,93,100,3.0,JP,1600984656
Vuktyl,63.86,57.31,38.95,93,16,8.3,RU,1600984656
Tungor,53.38,142.96,50.05,75,9,3.56,RU,1600984656
Ciudad del Carmen,18.63,-91.83,87.8,74,40,6.93,MX,1600984401
Asău,46.43,26.4,57.99,92,37,4.21,RO,1600984656
Salalah,17.02,54.09,77.0,100,90,3.36,OM,1600984657
Songjianghe,42.19,127.48,47.66,87,98,2.19,CN,1600984657
Gamba,-2.65,10.0,75.52,86,99,5.5,GA,1600984657
Coyhaique,-45.58,-72.07,55.4,71,20,9.17,CL,1600984571
Udachny,66.42,112.4,35.6,74,0,6.71,RU,1600984555
Yeppoon,-23.13,150.73,71.6,78,75,1.12,AU,1600984658
Ugoofaaru,5.67,73.0,81.18,80,100,12.44,MV,1600984658
Houma,29.6,-90.72,82.0,69,35,10.29,US,1600984658
Tura,25.52,90.22,73.98,98,99,5.77,IN,1600984658
Gubden,42.57,47.57,64.4,82,7,6.71,RU,1600984659
Sistranda,63.73,8.83,51.8,81,98,8.05,NO,1600984659
Keti Bandar,24.14,67.45,82.4,83,37,13.53,PK,1600984659
Salinópolis,-0.61,-47.36,79.84,77,34,12.41,BR,1600984659
Adrar,20.5,-10.07,93.47,29,65,14.07,MR,1600984503
Rancho Palos Verdes,33.74,-118.39,80.01,61,20,12.75,US,1600984658
Severo-Kuril'sk,50.68,156.12,48.9,71,69,16.67,RU,1600984570
Bonfim,3.08,-59.95,85.42,59,99,2.15,BR,1600984660
Barguzin,53.62,109.62,43.79,70,42,8.97,RU,1600984660
Canary Islands,28.0,-15.5,75.2,88,20,10.29,ES,1600984661
Port-Gentil,-0.72,8.78,77.0,88,20,11.52,GA,1600984473
Atambua,-9.11,124.89,71.6,75,6,3.58,ID,1600984661
Olafsvik,64.89,-23.71,37.44,74,0,8.79,IS,1600984480
Magadan,59.57,150.8,44.35,61,45,6.58,RU,1600984661
Mattru,7.62,-11.83,74.08,97,100,2.08,SL,1600984662
Yurginskoye,56.82,67.39,37.58,95,10,7.83,RU,1600984662
Banda Aceh,5.56,95.32,79.68,76,97,7.72,ID,1600984545
Clyde River,70.47,-68.59,32.16,91,100,8.52,CA,1600984478
Bud,39.45,-86.18,75.2,44,1,5.82,US,1600984662
Itarema,-2.92,-39.92,78.37,74,0,17.09,BR,1600984063
Haines Junction,60.75,-137.51,52.36,60,92,2.21,CA,1600984663
Ubari,26.59,12.78,79.88,27,0,5.41,LY,1600984663
Hualmay,-11.1,-77.61,64.99,71,97,12.66,PE,1600984663
Sibolga,1.74,98.78,76.23,75,99,3.47,ID,1600984663
Vernon,50.26,-119.27,62.01,67,75,8.05,CA,1600984664
Vila Velha,-20.33,-40.29,75.99,83,75,8.05,BR,1600984527
Guaraciaba do Norte,-4.17,-40.75,78.58,38,63,3.29,BR,1600984664
Pacific Grove,36.62,-121.92,78.8,54,1,18.34,US,1600984593
Kahului,20.89,-156.47,89.6,49,40,18.34,US,1600984665
Hasaki,35.73,140.83,69.8,94,75,18.34,JP,1600984498
Kameshkovo,56.35,41.0,53.96,89,0,5.41,RU,1600984665
Kondinskoye,59.65,67.41,36.88,94,9,6.89,RU,1600984665
Bǝrdǝ,40.37,47.13,66.94,66,1,4.97,AZ,1600984665
Chumikan,54.72,135.31,50.68,85,100,20.45,RU,1600984666
Safi,32.3,-9.24,71.92,76,2,9.22,MA,1600984666
Kangalassy,62.35,129.96,33.8,86,90,4.47,RU,1600984666
Saint-Paul,-21.01,55.27,64.4,59,0,9.17,RE,1600984666
Selje,62.05,5.35,45.0,94,100,23.09,NO,1600984667
Slave Lake,55.28,-114.77,53.6,76,90,20.8,CA,1600984667
Truth or Consequences,33.13,-107.25,91.4,13,1,5.82,US,1600984419
Port Hardy,50.7,-127.42,57.2,93,90,9.17,CA,1600984667
Turaif,31.67,38.66,77.0,41,0,6.93,SA,1600984337
Aykhal,66.0,111.5,35.6,74,0,6.71,RU,1600984667
Edd,13.93,41.69,87.93,63,18,4.9,ER,1600984508
Konispol,39.66,20.18,69.8,88,23,1.32,AL,1600984668
Beringovskiy,63.05,179.32,39.6,76,80,12.24,RU,1600984569
Wuchi,29.38,103.02,52.5,99,100,2.28,CN,1600984668
Nouadhibou,20.93,-17.03,78.75,71,0,15.5,MR,1600984668
East London,-33.02,27.91,71.22,52,45,3.49,ZA,1600984484
Pangnirtung,66.15,-65.71,39.2,48,90,13.87,CA,1600984539
St. George's,12.06,-61.75,87.8,70,20,19.46,GD,1600984669
La Asuncion,11.03,-63.86,84.16,77,47,13.71,VE,1600984669
Lāsalgaon,20.15,74.23,72.3,93,100,8.57,IN,1600984669
Shelburne,44.08,-80.2,70.0,77,75,5.68,CA,1600984670
Norman Wells,65.28,-126.83,42.8,93,75,6.93,CA,1600984670
Hofn,64.25,-15.21,38.07,72,62,18.1,IS,1600984512
Coreaú,-3.53,-40.66,75.81,68,41,5.48,BR,1600984670
Moroto,2.53,34.67,70.36,69,42,4.05,UG,1600984670
Bulgan,48.81,103.53,47.91,73,100,2.44,MN,1600984671
Kovdor,67.57,30.48,44.11,81,99,3.44,RU,1600984671
Labuhan,-6.88,112.21,78.15,81,41,10.09,ID,1600984671
Rawson,-43.3,-65.1,69.89,22,0,8.37,AR,1600984671
Kissidougou,9.18,-10.1,70.21,95,76,3.38,GN,1600984672
Cap Malheureux,-19.98,57.61,66.0,74,50,3.0,MU,1600984672
Verāval,20.9,70.37,80.22,82,2,9.33,IN,1600984672
Cam Ranh,11.92,109.16,80.6,88,40,4.7,VN,1600984672
Itaituba,-4.28,-55.98,88.38,47,73,0.87,BR,1600984626
Voh,-20.97,164.7,80.31,54,21,2.26,NC,1600984673
Três Lagoas,-20.75,-51.68,82.31,27,0,1.52,BR,1600984673
Vila do Maio,15.13,-23.22,78.8,83,20,9.17,CV,1600984673
Bègles,44.81,-0.55,55.99,87,62,12.75,FR,1600984673
Simao,22.79,100.97,64.15,96,100,2.01,CN,1600984674
Daru,-9.08,143.21,79.41,79,88,11.86,PG,1600984674
Husavik,66.04,-17.34,33.8,80,90,8.05,IS,1600984674
Shrewsbury,52.71,-2.75,45.0,93,99,5.82,GB,1600984640
Srednekolymsk,67.45,153.68,41.4,84,98,7.27,RU,1600984674
Corn Island,12.17,-83.04,84.27,66,100,2.55,NI,1600984675
Touros,-5.2,-35.46,77.0,78,20,9.17,BR,1600984448
Vilhena,-12.74,-60.15,71.6,94,90,14.99,BR,1600984675
Kudat,6.88,116.85,75.2,94,20,4.7,MY,1600984675
Pandan,14.05,124.17,80.01,82,100,6.46,PH,1600984676
Prado,-17.34,-39.22,72.48,81,33,7.07,BR,1600984676
Gravdal,68.12,13.5,41.0,80,75,12.75,NO,1600984676
Faya,18.39,42.45,68.0,72,35,5.53,SA,1600984676
Agüimes,27.91,-15.45,75.2,88,20,10.29,ES,1600984677
Bull Savanna,17.89,-77.59,82.8,79,95,11.92,JM,1600984677
Departamento de Maldonado,-34.67,-54.92,60.8,77,92,6.93,UY,1600984677
Yarim,14.3,44.38,58.75,68,3,0.6,YE,1600984677
Copacabana,6.35,-75.51,82.4,34,75,5.82,CO,1600984618
Khovd,48.01,91.64,44.42,54,6,8.84,MN,1600984678
Piaçabuçu,-10.41,-36.43,74.35,78,0,9.26,BR,1600984678
Victoria Point,-27.58,153.3,69.01,71,10,3.0,AU,1600984678
Saint-Philippe,-21.36,55.77,66.2,59,1,4.7,RE,1600984679
Mahon,39.89,4.27,77.0,78,20,13.87,ES,1600984679
Yamada,39.47,141.95,63.93,85,100,16.51,JP,1600984679
Kambove,-10.88,26.6,62.55,31,0,3.87,CD,1600984679
Guadalupe y Calvo,26.1,-106.97,69.04,43,95,3.53,MX,1600984680
Pierre,44.37,-100.35,84.0,37,1,13.87,US,1600984680
Puerto del Rosario,28.5,-13.86,77.0,83,13,3.36,ES,1600984680
Dauphin,51.15,-100.05,71.6,40,1,16.11,CA,1600984680
Ondjiva,-17.07,15.73,72.93,21,0,3.65,AO,1600984681
Mahébourg,-20.41,57.7,66.2,77,20,2.24,MU,1600984456
Lázaro Cárdenas,17.96,-102.2,84.92,71,3,4.68,MX,1600984681
Sambava,-14.27,50.17,66.6,81,1,10.89,MG,1600984681
Roald,62.58,6.13,46.4,87,100,11.41,NO,1600984681
Porto-Novo,6.5,2.6,77.0,88,20,3.36,BJ,1600984555
Tocopilla,-22.09,-70.2,65.59,39,13,3.94,CL,1600984682
Rabat,33.99,-6.84,78.01,60,53,2.28,MA,1600984682
Tigil',57.8,158.67,44.78,68,85,12.46,RU,1600984682
Solnechnyy,50.72,136.63,49.44,80,98,2.13,RU,1600984504
Laas,46.62,10.7,55.4,100,75,9.17,IT,1600984683
Arrondissement d'Issoudun,47.0,1.83,53.6,81,100,18.34,FR,1600984683
Riyadh,24.69,46.72,86.0,23,84,4.7,SA,1600984315
Gaza,31.5,34.47,77.0,65,0,5.82,PS,1600984576
Saint-François,46.42,3.91,55.4,82,54,21.92,FR,1600984554
Kirkwall,58.98,-2.96,48.2,87,100,10.29,GB,1600984684
Itoman,26.12,127.67,80.6,74,75,12.75,JP,1600984684
Phek,25.67,94.5,62.29,100,100,1.83,IN,1600984684
Portland,45.52,-122.68,72.0,56,75,10.29,US,1600984426
Vinh,18.67,105.67,77.27,92,40,2.93,VN,1600984684
Mangalia,43.8,28.58,66.2,100,20,6.93,RO,1600984685
Kavaratti,10.57,72.64,81.09,81,100,13.44,IN,1600984396
Yelabuga,55.76,52.06,42.8,81,0,4.47,RU,1600984685
Gimli,50.63,-96.99,70.0,99,100,8.99,CA,1600984686
Ukiah,39.15,-123.21,80.6,32,1,10.29,US,1600984469
Alihe,50.57,123.72,39.29,90,7,1.25,CN,1600984686
Bengkulu,-3.8,102.27,75.67,90,54,3.0,ID,1600984686
Guerrero Negro,27.98,-114.06,86.56,32,0,15.48,MX,1600984450
Benguela,-12.58,13.41,70.7,77,48,5.03,AO,1600984530
Jaisalmer,26.91,70.92,86.97,51,0,18.88,IN,1600984687
Menongue,-14.66,17.69,64.06,27,9,5.39,AO,1600984687
Chara,56.91,118.26,39.76,76,89,1.01,RU,1600984687
Jumla,29.27,82.18,54.45,65,42,3.13,NP,1600984687
Anáhuac,27.23,-100.15,86.0,55,75,1.57,MX,1600984688
Teya,60.38,92.63,40.33,92,100,3.13,RU,1600984688
Nacogdoches,31.6,-94.63,75.0,83,90,5.82,US,1600984688
Galveston,29.37,-94.97,75.99,73,90,9.17,US,1600984688
Moerai,-22.43,-151.33,76.14,88,100,13.33,PF,1600984689
Provideniya,64.38,-173.3,41.0,73,40,11.18,RU,1600984689
Villa Carlos Paz,-31.42,-64.5,86.0,35,100,18.34,AR,1600984689
Batagay-Alyta,67.8,130.41,34.83,81,0,2.26,RU,1600984690
Havelock,34.88,-76.9,73.99,64,20,5.82,US,1600984502
Derzhavīnsk,51.1,66.32,40.84,84,0,7.61,KZ,1600984690
Ahipara,-35.17,173.17,63.86,67,93,4.14,NZ,1600984561
Kloulklubed,7.04,134.26,77.0,94,75,3.36,PW,1600984690
Batagay,67.63,134.63,36.97,80,0,3.13,RU,1600984691
Volodarka,49.52,29.91,59.97,52,82,4.9,UA,1600984691
Nanortalik,60.14,-45.24,38.77,72,100,27.47,GL,1600984445
Mayo,38.89,-76.51,71.01,77,1,4.7,US,1600984391
Quelimane,-17.88,36.89,69.8,77,1,3.36,MZ,1600984691
Zinder,13.81,8.99,93.06,28,100,3.33,NE,1600984692
Misratah,32.38,15.09,83.17,57,0,8.7,LY,1600984692
Makakilo City,21.35,-158.09,89.6,52,40,8.05,US,1600984692
Thinadhoo,0.53,72.93,82.36,70,82,6.51,MV,1600984692
Luanda,-8.84,13.23,73.4,83,20,9.17,AO,1600984440
Vostok,46.49,135.88,45.3,92,100,3.15,RU,1600984693
Tanout,14.97,8.89,94.44,18,46,12.8,NE,1600984693
Kumul,42.8,93.45,63.91,28,19,5.61,CN,1600984693
Cosolapa,18.58,-96.65,83.64,76,7,4.41,MX,1600984694
Fernley,39.61,-119.25,88.0,9,3,1.01,US,1600984694
Hoshcha,50.6,26.67,58.42,84,31,5.7,UA,1600984694
Beatrice,40.27,-96.75,87.01,42,1,11.41,US,1600984694
Galesong,-5.32,119.37,73.4,94,20,2.24,ID,1600984695
North Bend,43.41,-124.22,69.8,68,20,11.41,US,1600984695
Tautira,-17.73,-149.15,86.0,62,20,20.8,PF,1600984695
Kuandian,40.73,124.78,54.21,89,98,2.71,CN,1600984695
Lucea,18.45,-78.17,86.0,74,40,4.7,JM,1600984559
Ouadda,8.08,22.4,67.69,95,99,2.04,CF,1600984696
Hlukhiv,51.68,33.92,57.6,48,100,8.63,UA,1600984696
Oranjemund,-28.55,16.43,58.41,86,0,6.46,NA,1600984696
Namatanai,-3.67,152.43,84.18,65,30,6.17,PG,1600984697
Hwange,-18.37,26.5,68.36,40,0,2.93,ZW,1600984697
Alice Springs,-23.7,133.88,53.6,23,40,3.36,AU,1600984421
Marzuq,14.4,46.47,80.1,41,0,1.7,YE,1600984698
Marabu,4.41,114.01,77.0,88,20,4.7,MY,1600984665
Mareeba,-17.0,145.43,73.4,78,40,8.05,AU,1600984698
Tromsø,69.65,18.96,41.0,75,75,13.87,NO,1600984550
Yar-Sale,66.83,70.83,37.74,88,0,8.19,RU,1600984531
Shahreza,32.03,51.88,56.59,34,0,2.86,IR,1600984699
Flinders,-34.58,150.86,60.01,65,4,7.0,AU,1600984479
Ulaanbaatar,47.91,106.88,44.6,65,40,2.24,MN,1600984699
Powell,40.16,-83.08,79.0,44,1,6.93,US,1600984699
Nanchang,28.68,115.88,66.31,79,98,3.49,CN,1600984699
Bokhan,53.15,103.77,47.73,75,100,8.99,RU,1600984700
Talnakh,69.49,88.4,41.0,100,90,4.47,RU,1600984700
Dhārchula,29.85,80.53,62.38,70,11,2.73,IN,1600984700
Trairi,-3.28,-39.27,78.15,75,0,12.68,BR,1600984700
Hamilton,39.18,-84.53,78.01,50,40,5.82,US,1600984499
Constitución,-35.33,-72.42,56.43,73,0,4.88,CL,1600984701
Singaparna,-7.35,108.11,69.89,87,87,0.72,ID,1600984701
Byron Bay,-28.65,153.62,64.0,82,1,5.95,AU,1600984224
Kikwit,-5.04,18.82,72.28,92,83,0.87,CD,1600984701
Imeni Morozova,59.98,31.04,55.99,57,76,8.81,RU,1600984702
Nauta,-4.51,-73.58,79.61,86,100,2.75,PE,1600984702
Buin,-33.73,-70.75,69.8,35,100,8.05,CL,1600984520
Puerto Escondido,15.85,-97.07,86.0,66,75,10.29,MX,1600984465
Hatsukaichi,34.35,132.33,71.01,88,90,4.7,JP,1600984702
Krasnosel'kup,65.7,82.47,33.75,92,3,10.51,RU,1600984703
Marawi,8.0,124.29,73.0,93,100,7.0,PH,1600984703
Heihe,50.24,127.49,37.4,100,20,2.42,CN,1600984703
Buenos Aires,-34.61,-58.38,66.0,67,100,17.22,AR,1600984374
George,-33.96,22.46,55.4,100,0,4.7,ZA,1600984704
Boyuibe,-20.42,-63.28,88.52,25,0,10.25,BO,1600984704
Huilong,31.81,121.66,68.0,91,69,7.94,CN,1600984704
Hobyo,5.35,48.53,75.92,81,4,22.53,SO,1600984705
Coquimbo,-29.95,-71.34,55.4,82,90,9.17,CL,1600984529
Bermejo,-32.88,-68.8,84.2,12,46,6.93,AR,1600984705
Talcahuano,-36.72,-73.12,62.6,63,0,3.36,CL,1600984613
Dromolaxia,34.88,33.59,73.4,83,9,2.24,CY,1600984705
Carman,49.5,-98.0,72.0,49,75,19.46,CA,1600984705
Kundiawa,-6.02,144.97,67.14,76,100,0.56,PG,1600984706
Tsabong,-26.02,22.4,79.45,21,83,12.82,BW,1600984706
Fortuna,40.6,-124.16,72.0,68,20,14.99,US,1600984551
Melton,-37.68,144.58,46.99,85,100,6.69,AU,1600984527
Nabire,-3.37,135.48,75.2,91,100,2.71,ID,1600984689
Bouca,6.51,18.27,70.56,91,83,0.54,CF,1600984707
Chul'man,56.85,124.91,42.57,90,100,2.21,RU,1600984707
Sanok,49.56,22.21,59.0,83,4,11.99,PL,1600984707
Grand Gaube,-20.01,57.66,66.0,74,46,3.0,MU,1600984707
Malvern,34.36,-92.81,69.8,77,90,3.36,US,1600984679
Qasigiannguit,68.82,-51.19,32.0,85,0,8.05,GL,1600984708
Oxelösund,58.67,17.1,50.0,87,37,6.93,SE,1600984708
Farafangana,-22.82,47.83,68.2,85,55,9.71,MG,1600984708
Nome,64.5,-165.41,41.0,64,1,5.82,US,1600984463
Morón,-34.65,-58.62,66.99,44,100,5.99,AR,1600984595
Necochea,-38.55,-58.74,68.0,47,0,13.0,AR,1600984493
Maun,-19.98,23.42,69.8,40,6,1.12,BW,1600984574
Liaocheng,36.44,115.96,59.34,84,36,4.79,CN,1600984709
Ierapetra,35.01,25.74,73.99,80,0,1.99,GR,1600984709
Kokkola,63.84,23.13,59.0,100,40,8.05,FI,1600984709
Doumé,4.23,13.45,69.82,96,100,2.93,CM,1600984710
Thānesar,29.98,76.82,74.57,86,0,5.08,IN,1600984710
Boden,65.83,21.69,51.8,93,100,11.41,SE,1600984710
Tadine,-21.55,167.88,75.27,76,11,14.29,NC,1600984500
Katsuura,35.13,140.3,66.99,93,75,14.99,JP,1600984711
Berëzovka,53.72,25.5,59.29,71,91,7.2,BY,1600984711
Arman',59.7,150.17,44.13,61,34,8.23,RU,1600984711
Korla,41.76,86.15,61.47,31,0,2.33,CN,1600984711
Shache,38.42,77.24,56.53,43,0,3.2,CN,1600984513
Kutum,14.2,24.67,83.34,28,100,8.72,SD,1600984712
Bagaces,10.53,-85.25,82.4,83,75,4.7,CR,1600984712
Barabai,-2.58,115.38,73.02,92,72,1.66,ID,1600984712
Santa Rosalía,27.32,-112.28,93.31,27,0,7.74,MX,1600984712
Berdyaush,55.16,59.15,35.69,89,0,2.86,RU,1600984713
Taltal,-25.4,-70.48,62.29,65,35,4.7,CL,1600984713
Smoky Lake,54.12,-112.47,64.0,50,100,4.0,CA,1600984713
Henties Bay,-22.12,14.28,57.0,90,2,3.0,NA,1600984475
Talaya,61.38,152.75,36.34,83,89,5.7,RU,1600984714
Wattegama,6.8,81.48,78.8,100,75,5.82,LK,1600984714
Lebanon,36.21,-86.29,64.99,88,90,5.82,US,1600984428
Sindor,62.86,51.89,47.88,96,92,5.53,RU,1600984714
Kaitangata,-46.28,169.85,52.63,78,58,7.9,NZ,1600984714
Flin Flon,54.77,-101.86,53.6,76,90,14.99,CA,1600984715
São Gonçalo do Sapucaí,-21.89,-45.6,68.63,57,9,3.65,BR,1600984715
Kulhudhuffushi,6.62,73.07,81.28,80,100,12.3,MV,1600984715
Hīt,33.64,42.83,77.65,31,0,2.51,IQ,1600984715
Banjar,-8.19,114.97,78.8,100,75,2.24,ID,1600984716
Southbridge,42.08,-72.03,72.0,57,100,4.45,US,1600984716
Iwaki,37.05,140.88,69.01,93,100,3.0,JP,1600984716
Sirte,31.21,16.59,81.0,65,0,6.26,LY,1600984716
Esperance,-33.87,121.9,42.8,100,75,6.93,AU,1600984505
Bhandāra,21.17,79.65,78.8,88,75,3.69,IN,1600984717
Zyryanka,65.75,150.85,42.3,71,100,8.52,RU,1600984717
Santa Maria,-29.68,-53.81,80.6,51,20,5.82,BR,1600984557
Tevaitoa,-16.78,-151.5,78.51,75,2,14.32,PF,1600984717
Cabra,37.47,-4.44,72.0,62,86,4.18,ES,1600984718
Tommot,58.96,126.29,38.95,82,98,2.82,RU,1600984718
Beibei,29.83,106.43,66.2,93,40,8.95,CN,1600984718
Camas,37.4,-6.03,75.99,66,97,3.0,ES,1600984718
Rock Island,41.51,-90.58,78.8,50,40,9.17,US,1600984719
